字典值,字典名称,字典中文名称,字典英文名称,字典枚举描述,父级字典值,类型代码,类型名称,是否有效,数据来源 0：新系统 1：老系统,导入时间
202005,驳船,,,驳船,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
202006,铁路运输,,,铁路运输,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
202007,公路运输,,,公路运输,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
202008,空运,,,空运,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
202009,其它,,,其它,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
211067,船龄20年以下，航区为长江航段，自重300T以上,,,船龄20年以下，航区为长江航段，自重300T以上,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
211068,船龄20-25年，航区为长江航段，自重300T以下,,,船龄20-25年，航区为长江航段，自重300T以下,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
211069,船龄20-25年，航区为长江航段，自重300T以上,,,船龄20-25年，航区为长江航段，自重300T以上,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
204004,雇主责任险,,,雇主责任险,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
211070,船龄25年以上，航区为长江航段，自重300T以下,,,船龄25年以上，航区为长江航段，自重300T以下,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
204006,道路危险货物承运人责任险,,,道路危险货物承运人责任险,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01162,"水电厂,8年以上,替换性差",,,"水电厂,8年以上,替换性差",,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
209001,一般工程   地质条件一般   施工单位资质优,,,一般工程   地质条件一般   施工单位资质优,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
209002,一般工程   地质条件差     施工单位资质一般,,,一般工程   地质条件差     施工单位资质一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
209003,一般工程   地质条件一般     施工单位资质一般,,,一般工程   地质条件一般     施工单位资质一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
209004,一般工程   地质条件差     施工单位资质优,,,一般工程   地质条件差     施工单位资质优,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
209005,隧道、近水风险(保额占比<20%)   地质条件一般    施,,,隧道、近水风险(保额占比<20%)   地质条件一般    施,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
209006,隧道、近水风险(保额占比<20%)   地质条件差     施工,,,隧道、近水风险(保额占比<20%)   地质条件差     施工,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
209007,隧道、近水风险(保额占比<20%)   地质条件一般     施,,,隧道、近水风险(保额占比<20%)   地质条件一般     施,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
209008,隧道、近水风险(保额占比<20%)   地质条件差     施工,,,隧道、近水风险(保额占比<20%)   地质条件差     施工,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
209009,电厂/水电厂/循环电厂(单机组功率=<150MW)   地质条件,,,电厂/水电厂/循环电厂(单机组功率=<150MW)   地质条件,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
209010,电厂/水电厂/循环电厂(单机组功率=<150MW)   地质条件,,,电厂/水电厂/循环电厂(单机组功率=<150MW)   地质条件,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
209011,电厂/水电厂/循环电厂(单机组功率=<150MW)   地质条件,,,电厂/水电厂/循环电厂(单机组功率=<150MW)   地质条件,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
209012,电厂/水电厂/循环电厂(单机组功率=<150MW)   地质条件,,,电厂/水电厂/循环电厂(单机组功率=<150MW)   地质条件,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
209013,半导体(LCD/TFT)厂/石化/化工厂/非海底管线/隧道、近,,,半导体(LCD/TFT)厂/石化/化工厂/非海底管线/隧道、近,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
209014,半导体(LCD/TFT)厂/石化/化工厂/非海底管线/隧道、近,,,半导体(LCD/TFT)厂/石化/化工厂/非海底管线/隧道、近,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
8001,家财险,,,家财险,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
9001,建筑工程分险等级,,,建筑工程分险等级,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10001,综合险,,,综合险,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
11001,水险,,,水险,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
*****,通用风险代码,,,通用风险代码,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10100,企财险通用风险代码,,,企财险通用风险代码,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10111,一、二级工业风险(钢混),,,一、二级工业风险(钢混),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10112,一、二级工业风险(砖混),,,一、二级工业风险(砖混),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10113,一、二级工业风险(砖木),,,一、二级工业风险(砖木),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10121,三、四级工业风险(钢混),,,三、四级工业风险(钢混),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10122,三、四级工业风险(砖混),,,三、四级工业风险(砖混),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10123,三、四级工业风险(砖木),,,三、四级工业风险(砖木),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
209015,半导体(LCD/TFT)厂/石化/化工厂/非海底管线/隧道、近,,,半导体(LCD/TFT)厂/石化/化工厂/非海底管线/隧道、近,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
209016,半导体(LCD/TFT)厂/石化/化工厂/非海底管线/隧道、近,,,半导体(LCD/TFT)厂/石化/化工厂/非海底管线/隧道、近,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
209017,隧道&近水风险(保额占比>40%)/海底管线/采掘业/地铁/,,,隧道&近水风险(保额占比>40%)/海底管线/采掘业/地铁/,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
209018,隧道&近水风险(保额占比>40%)/海底管线/采掘业/地铁/,,,隧道&近水风险(保额占比>40%)/海底管线/采掘业/地铁/,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
209019,隧道&近水风险(保额占比>40%)/海底管线/采掘业/地铁/,,,隧道&近水风险(保额占比>40%)/海底管线/采掘业/地铁/,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
209020,隧道&近水风险(保额占比>40%)/海底管线/采掘业/地铁/,,,隧道&近水风险(保额占比>40%)/海底管线/采掘业/地铁/,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
211001,船龄20年以下，航区为内河/沿海/中/日/韩/马六甲海峡,,,船龄20年以下，航区为内河/沿海/中/日/韩/马六甲海峡,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
211002,船龄20年以下，航区为远洋，自重300T以下,,,船龄20年以下，航区为远洋，自重300T以下,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
211003,船龄20年以下，航区为内河/沿海/中/日/韩/马六甲海峡,,,船龄20年以下，航区为内河/沿海/中/日/韩/马六甲海峡,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
211004,船龄20年以下，航区为远洋，自重300T以上,,,船龄20年以下，航区为远洋，自重300T以上,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
211005,船龄20-25年，航区为内河/沿海/中/日/韩/马六甲海峡以,,,船龄20-25年，航区为内河/沿海/中/日/韩/马六甲海峡以,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10172,非工业风险办公楼(砖混),,,非工业风险办公楼(砖混),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10173,非工业风险办公楼(砖木),,,非工业风险办公楼(砖木),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10181,普通民用等(钢混),,,普通民用等(钢混),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10182,普通民用等(砖混),,,普通民用等(砖混),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10183,普通民用等(砖木),,,普通民用等(砖木),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10191,普通商用等(钢混),,,普通商用等(钢混),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10192,普通商用等(砖混),,,普通商用等(砖混),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10193,普通商用等(砖木),,,普通商用等(砖木),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10194,芯片厂,,,芯片厂,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10195,近水风险,,,近水风险,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10196,石油天然气井下设备,,,石油天然气井下设备,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10211,一般风险(不易燃),,,一般风险(不易燃),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10212,一般风险(易燃),,,一般风险(易燃),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10213,一般风险(极易燃),,,一般风险(极易燃),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10221,危险(不易燃),,,危险(不易燃),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10222,危险(易燃),,,危险(易燃),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10223,危险(极易燃),,,危险(极易燃),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10231,高危 (不易燃),,,高危 (不易燃),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10232,高危 (易燃),,,高危 (易燃),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10233,高危 (极易燃),,,高危 (极易燃),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10300,车险通用风险代码,,,车险通用风险代码,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10301,10万元以下（5年以下）,,,10万元以下（5年以下）,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10302,10-25万元（5年以下）,,,10-25万元（5年以下）,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10303,25万元以上（5年以下）,,,25万元以上（5年以下）,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10304,10万元以下（5-8年）,,,10万元以下（5-8年）,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10305,10-25万元（5-8年）,,,10-25万元（5-8年）,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10306,25万元以上（5-8年）,,,25万元以上（5-8年）,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10307,10万元以下（8年以上）,,,10万元以下（8年以上）,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10308,10-25万元（8年以上）,,,10-25万元（8年以上）,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10411,一般风险(钢混),,,一般风险(钢混),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10412,一般风险(砖混),,,一般风险(砖混),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10413,一般风险(高空、地下、临水),,,一般风险(高空、地下、临水),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10421,危险(钢混),,,危险(钢混),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10422,危险(砖混),,,危险(砖混),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10423,危险(高空、地下、临水),,,危险(高空、地下、临水),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10431,高风险(钢混),,,高风险(钢混),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10432,高风险(砖混),,,高风险(砖混),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10433,高风险(高空、地下、临水),,,高风险(高空、地下、临水),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10434,(出口美国、加拿大地区)、一般风险(钢混),,,(出口美国、加拿大地区)、一般风险(钢混),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10435,(出口美国、加拿大地区)、一般风险(砖混) ,,,(出口美国、加拿大地区)、一般风险(砖混) ,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10436,(出口美国、加拿大地区)、一般风险(高空、地下、临水),,,(出口美国、加拿大地区)、一般风险(高空、地下、临水),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10437,(出口美国、加拿大地区)、危险(钢混) ,,,(出口美国、加拿大地区)、危险(钢混) ,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10438,(出口美国、加拿大地区)、危险(砖混) ,,,(出口美国、加拿大地区)、危险(砖混) ,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10439,(出口美国、加拿大地区)、危险(高空、地下、临水) ,,,(出口美国、加拿大地区)、危险(高空、地下、临水) ,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
11114,一般风险(内河船舶),,,一般风险(内河船舶),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
11124,危险(内河船舶),,,危险(内河船舶),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
11134,高风险(内河船舶),,,高风险(内河船舶),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10799,07类通用风险代码,,,07类通用风险代码,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10701,一般风险(不易燃),,,一般风险(不易燃),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10702,一般风险(易燃),,,一般风险(易燃),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10703,一般风险(极易燃),,,一般风险(极易燃),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10711,危险(不易燃),,,危险(不易燃),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10721,高风险(不易燃),,,高风险(不易燃),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10924,危险(地铁工程),,,危险(地铁工程),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10934,高风险(地铁工程),,,高风险(地铁工程),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10925,危险(地下工程),,,危险(地下工程),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10935,高风险(地下工程),,,高风险(地下工程),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10926,危险(联合循环电厂),,,危险(联合循环电厂),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
10936,高风险(联合循环电厂),,,高风险(联合循环电厂),,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
1001,财险风险,,,财险风险,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
1002,机损险,,,机损险,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
2001,船况优良的汽船和/或毛载重5000吨以上，船龄25年以下,,,船况优良的汽船和/或毛载重5000吨以上，船龄25年以下,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
2002,其它汽船和/或毛载重5000吨以上，船龄25年以下,,,其它汽船和/或毛载重5000吨以上，船龄25年以下,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
2003,所有其它汽船和/或船龄25年以上或毛载重5000吨以下,,,所有其它汽船和/或船龄25年以上或毛载重5000吨以下,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
2004,内河汽船,,,内河汽船,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
